State,Year,Month,Assembly_no,Constituency_no,Position,Name_of_Candidate,Sex,Party,Votes,Age,Candidate_type,Total_valid_votes,Total Electors,Constituency_name,Constituency_type,total no of candidates,Turnout perecntage,Vote_share_percentage
Karnataka,1999,10,6,28,2,NAGAPPA BHEEMAPPA SALONI,M,JD(U),32601,NA,NA,93953,155341,KANAKAGIRI,GEN,7,60.48,34.7
Karnataka,1999,10,6,28,3,K RAMOJAPPA,M,BSP,1779,NA,NA,93953,155341,KANAKAGIRI,GEN,7,60.48,1.89
Karnataka,1999,10,6,28,4,THIPPE RUDRASWAMY A,M,KRRS,1733,NA,NA,93953,155341,KANAKAGIRI,GEN,7,60.48,1.84
Karnataka,1999,10,6,28,5,SAROJAMMA,F,JD(S),1169,NA,NA,93953,155341,KANAKAGIRI,GEN,7,60.48,1.24
Karnataka,1999,10,6,28,6,S V PATIL,M,IND,596,NA,NA,93953,155341,KANAKAGIRI,GEN,7,60.48,0.63
Karnataka,1999,10,6,28,7,VEERA BASAPPA,M,IND,267,NA,NA,93953,155341,KANAKAGIRI,GEN,7,60.48,0.28
Karnataka,1999,10,6,29,1,SRIRANGADEVARAYALU,M,INC,45853,NA,NA,91582,160151,GANGAVATHI,GEN,8,57.18,50.07
Karnataka,1999,10,6,29,2,H GIRE GOUDA,M,BJP,28291,NA,NA,91582,160151,GANGAVATHI,GEN,8,57.18,30.89
Karnataka,1999,10,6,29,3,T JANARDHAN,M,IND,7456,NA,NA,91582,160151,GANGAVATHI,GEN,8,57.18,8.14
Karnataka,1999,10,6,29,4,NOORUDDIN QUADRI,M,JD(S),3521,NA,NA,91582,160151,GANGAVATHI,GEN,8,57.18,3.84
Karnataka,1999,10,6,29,5,HANUMANTHAPPA GUNNAL,M,BSP,2572,NA,NA,91582,160151,GANGAVATHI,GEN,8,57.18,2.81
Karnataka,1999,10,6,29,6,VIRUPAKSHA GOUDA AYYANA GOUDA POLICE PATIL,M,IND,2054,NA,NA,91582,160151,GANGAVATHI,GEN,8,57.18,2.24
Karnataka,1999,10,6,29,7,G KRISHNA SWAMY,M,IND,963,NA,NA,91582,160151,GANGAVATHI,GEN,8,57.18,1.05
Karnataka,1999,10,6,29,8,GINNIS HOTTEPAKSHA RANGASWAMY,M,IND,872,NA,NA,91582,160151,GANGAVATHI,GEN,8,57.18,0.95
Karnataka,1999,10,6,30,1,KARADI SANGANNA AMARAPPA,M,JD(U),46441,NA,NA,95890,146605,KOPPAL,GEN,3,65.41,48.43
Karnataka,1999,10,6,30,2,K BASAVARAJ HITNAL,M,JD(S),25812,NA,NA,95890,146605,KOPPAL,GEN,3,65.41,26.92
Karnataka,1999,10,6,30,3,ANDANAPPA AGADI,M,INC,23637,NA,NA,95890,146605,KOPPAL,GEN,3,65.41,24.65
Karnataka,1999,10,6,31,1,M. SHANKAR REDDY,M,INC,51742,NA,NA,111741,183498,SIRUGUPPA,GEN,6,60.89,46.31
Karnataka,1999,10,6,31,2,T.M. CHANDRASHEKHARIAH,M,JD(U),28843,NA,NA,111741,183498,SIRUGUPPA,GEN,6,60.89,25.81
Karnataka,1999,10,6,31,3,M.S.SOMALINGAPPA,M,IND,19930,NA,NA,111741,183498,SIRUGUPPA,GEN,6,60.89,17.84
Karnataka,1999,10,6,31,4,PUJARI MALLESHAPPA,M,JD(S),9169,NA,NA,111741,183498,SIRUGUPPA,GEN,6,60.89,8.21
Karnataka,1999,10,6,31,5,A.ABDUL NABI,M,BSP,1254,NA,NA,111741,183498,SIRUGUPPA,GEN,6,60.89,1.12
Karnataka,1999,10,6,31,6,RAMADAS,M,IND,803,NA,NA,111741,183498,SIRUGUPPA,GEN,6,60.89,0.72
Karnataka,1999,10,6,32,1,ALLUM VEERABHADRAPPA,M,INC,47395,NA,NA,103589,155004,KURUGODU,GEN,5,66.83,45.75
Karnataka,1999,10,6,32,2,N SURYANARAYANA REDDY,M,BJP,42987,NA,NA,103589,155004,KURUGODU,GEN,5,66.83,41.5
Karnataka,1999,10,6,32,3,Y NETTAKALLAPPA,M,JD(S),9038,NA,NA,103589,155004,KURUGODU,GEN,5,66.83,8.72
Karnataka,1999,10,6,32,4,ANJINAPPA CHELLAGURKI,M,BSP,4027,NA,NA,103589,155004,KURUGODU,GEN,5,66.83,3.89
Karnataka,1999,10,6,32,5,R BASHEER AHAMED,M,IND,142,NA,NA,103589,155004,KURUGODU,GEN,5,66.83,0.14
Karnataka,1999,10,6,33,1,DIWAKER BABU M,M,INC,55441,NA,NA,105126,178723,BELLARY,GEN,10,58.82,52.74
Karnataka,1999,10,6,33,10,N SURESH BABU,M,IND,39,NA,NA,105126,178723,BELLARY,GEN,10,58.82,0.04
Karnataka,1999,10,6,33,2,SRIRAMULU B,M,BJP,46508,NA,NA,105126,178723,BELLARY,GEN,10,58.82,44.24
Karnataka,1999,10,6,33,3,P VALLI SAB,M,IND,989,NA,NA,105126,178723,BELLARY,GEN,10,58.82,0.94
Karnataka,1999,10,6,33,4,SAYYED KARIMULLA,M,IND,726,NA,NA,105126,178723,BELLARY,GEN,10,58.82,0.69
Karnataka,1999,10,6,33,5,K SOMASHEKAR,M,IND,721,NA,NA,105126,178723,BELLARY,GEN,10,58.82,0.69
Karnataka,1999,10,6,33,6,MOHAMMED GHOUSE,M,JD(S),507,NA,NA,105126,178723,BELLARY,GEN,10,58.82,0.48
Karnataka,1999,10,6,33,7,BV GOPALAKRISHNA,M,IND,93,NA,NA,105126,178723,BELLARY,GEN,10,58.82,0.09
Karnataka,1999,10,6,33,8,SANNA PAKKIRAPPA,M,IND,57,NA,NA,105126,178723,BELLARY,GEN,10,58.82,0.05
Karnataka,1999,10,6,33,9,J GOPINATH,M,IND,45,NA,NA,105126,178723,BELLARY,GEN,10,58.82,0.04
Karnataka,1999,10,6,34,1,JAYALAKSHMI GUJJAL,F,INC,47220,NA,NA,93996,174870,HOSPET,GEN,8,53.75,50.24
Karnataka,1999,10,6,34,2,G SHANKARGOUD,M,BJP,36015,NA,NA,93996,174870,HOSPET,GEN,8,53.75,38.32
Karnataka,1999,10,6,34,3,S PRASANNAKUMAR,M,CPM,4103,NA,NA,93996,174870,HOSPET,GEN,8,53.75,4.37
Karnataka,1999,10,6,34,4,KAVIRAJU,M,IND,2977,NA,NA,93996,174870,HOSPET,GEN,8,53.75,3.17
Karnataka,1999,10,6,34,5,V VENKATESHWARA REDDY,M,JD(S),1371,NA,NA,93996,174870,HOSPET,GEN,8,53.75,1.46
Karnataka,1999,10,6,34,6,B SHOWKATH ALI,M,IND,1102,NA,NA,93996,174870,HOSPET,GEN,8,53.75,1.17
Karnataka,1999,10,6,34,7,DAKI REDDY K,M,PPOI,836,NA,NA,93996,174870,HOSPET,GEN,8,53.75,0.89
Karnataka,1999,10,6,34,8,K AMEER BASHA,M,IND,372,NA,NA,93996,174870,HOSPET,GEN,8,53.75,0.4
Karnataka,1999,10,6,35,1,MY GHORPADE,M,INC,47681,NA,NA,89877,137099,SANDUR,GEN,4,65.56,53.05
Karnataka,1999,10,6,35,2,HEEROJI LAD,M,JD(U),38688,NA,NA,89877,137099,SANDUR,GEN,4,65.56,43.05
Karnataka,1999,10,6,35,3,KURUBARA POMPANNA,M,JD(S),1961,NA,NA,89877,137099,SANDUR,GEN,4,65.56,2.18
Karnataka,1999,10,6,35,4,GM RAGHUNATH,M,BSP,1547,NA,NA,89877,137099,SANDUR,GEN,4,65.56,1.72
Karnataka,1999,10,6,36,1,SIRAJ SHAIK,M,INC,39825,NA,NA,95588,143962,KUDLIGI,GEN,7,66.4,41.66
Karnataka,1999,10,6,36,2,NT BOMMANNA,M,BJP,21732,NA,NA,95588,143962,KUDLIGI,GEN,7,66.4,22.74
Karnataka,1999,10,6,36,3,NM NABI,M,JD(S),13572,NA,NA,95588,143962,KUDLIGI,GEN,7,66.4,14.2
Karnataka,1999,10,6,36,4,JM RATNA NAIK,M,IND,11293,NA,NA,95588,143962,KUDLIGI,GEN,7,66.4,11.81
Karnataka,1999,10,6,36,5,ANGADI GAVISIDDAPPA,M,IND,7049,NA,NA,95588,143962,KUDLIGI,GEN,7,66.4,7.37
Karnataka,1999,10,6,36,6,M YERRISWAMY,M,IND,1134,NA,NA,95588,143962,KUDLIGI,GEN,7,66.4,1.19
Karnataka,1999,10,6,36,7,K RAMAPPA,M,IND,983,NA,NA,95588,143962,KUDLIGI,GEN,7,66.4,1.03
Karnataka,1999,10,6,37,1,T BHAGIRATHI MARULA SIDDANA GOUDA,F,INC,49366,NA,NA,95274,138497,KOTTUR,GEN,5,68.79,51.81
Karnataka,1999,10,6,37,2,MMJ SWAROOPANANDA,M,JD(U),39732,NA,NA,95274,138497,KOTTUR,GEN,5,68.79,41.7
Karnataka,1999,10,6,37,3,G VEERANNA,M,KRRS,4386,NA,NA,95274,138497,KOTTUR,GEN,5,68.79,4.6
Karnataka,1999,10,6,37,4,BUDALU BASAPPA,M,JD(S),1051,NA,NA,95274,138497,KOTTUR,GEN,5,68.79,1.1
Karnataka,1999,10,6,37,5,MG SWAMY,M,IND,739,NA,NA,95274,138497,KOTTUR,GEN,5,68.79,0.78
Karnataka,1999,10,6,38,1,VB HALAPPA,M,INC,51434,NA,NA,101721,142871,HADAGALLI,GEN,3,71.2,50.56
Karnataka,1999,10,6,38,2,MP PRAKASH,M,JD(U),48344,NA,NA,101721,142871,HADAGALLI,GEN,3,71.2,47.53
Karnataka,1999,10,6,38,3,DR AB MALLAPPA CHIGATERI,M,IND,1943,NA,NA,101721,142871,HADAGALLI,GEN,3,71.2,1.91
Karnataka,1999,10,6,39,1,PT PARAMESHWARA NAIK,M,INC,30316,NA,NA,89270,133401,HARAPANAHALLI,SC,6,66.92,33.96
Karnataka,1999,10,6,39,2,BH YANKA NAIK,M,IND,19779,NA,NA,89270,133401,HARAPANAHALLI,SC,6,66.92,22.16
Karnataka,1999,10,6,39,3,V THIMMAPPA,M,IND,13578,NA,NA,89270,133401,HARAPANAHALLI,SC,6,66.92,15.21
Karnataka,1999,10,6,39,4,D NARAYANA DAS,M,JD(U),12616,NA,NA,89270,133401,HARAPANAHALLI,SC,6,66.92,14.13
Karnataka,1999,10,6,39,5,S SREEKRISHNA (NALLAPPA),M,IND,12011,NA,NA,89270,133401,HARAPANAHALLI,SC,6,66.92,13.45
Karnataka,1999,10,6,39,6,HALESHI AK,M,IND,970,NA,NA,89270,133401,HARAPANAHALLI,SC,6,66.92,1.09
Karnataka,1999,10,6,40,1,DR Y NAGAPPA,M,INC,57406,NA,NA,114245,166153,HARIHAR,GEN,3,68.76,50.25
Karnataka,1999,10,6,40,2,H SHIVAPPA,M,JD(U),54967,NA,NA,114245,166153,HARIHAR,GEN,3,68.76,48.11
Karnataka,1999,10,6,40,3,MUKHDAM SAB,M,JD(S),1872,NA,NA,114245,166153,HARIHAR,GEN,3,68.76,1.64
Karnataka,1999,10,6,41,1,SS MALLIKARJUNA,M,INC,54401,NA,NA,112229,184694,DAVANGERE,GEN,6,60.76,48.47
Karnataka,1999,10,6,41,2,YASHAVANTHA RAO,M,BJP,50108,NA,NA,112229,184694,DAVANGERE,GEN,6,60.76,44.65
Karnataka,1999,10,6,41,3,SYED SAIFULLA,M,JD(S),6869,NA,NA,112229,184694,DAVANGERE,GEN,6,60.76,6.12
Karnataka,1999,10,6,41,4,KRISHNAMURTHY,M,ADMK,353,NA,NA,112229,184694,DAVANGERE,GEN,6,60.76,0.31
Karnataka,1999,10,6,41,5,KR ABDUL REHAMAN,M,IND,277,NA,NA,112229,184694,DAVANGERE,GEN,6,60.76,0.25
Karnataka,1999,10,6,41,6,TM MALLIKARJUNA SWAMY,M,IND,221,NA,NA,112229,184694,DAVANGERE,GEN,6,60.76,0.2
Karnataka,1999,10,6,42,1,SA RAVINDRANATHA,M,BJP,46917,NA,NA,112275,170182,MAYAKONDA,GEN,10,65.97,41.79
Karnataka,1999,10,6,42,10,S CHANDRASHEKARAPPA,M,IND,719,NA,NA,112275,170182,MAYAKONDA,GEN,10,65.97,0.64
Karnataka,1999,10,6,42,2,KR JAYADEVAPPA,M,INC,32720,NA,NA,112275,170182,MAYAKONDA,GEN,10,65.97,29.14
Karnataka,1999,10,6,42,3,NB HUCHANGAPPA,M,IND,10532,NA,NA,112275,170182,MAYAKONDA,GEN,10,65.97,9.38
Karnataka,1999,10,6,42,4,NG PUTTASWAMY,M,IND,8900,NA,NA,112275,170182,MAYAKONDA,GEN,10,65.97,7.93
Karnataka,1999,10,6,42,5,T BASAVARAJ,M,JD(S),4446,NA,NA,112275,170182,MAYAKONDA,GEN,10,65.97,3.96
Karnataka,1999,10,6,42,6,H NANJUNDAPPA,M,IND,2956,NA,NA,112275,170182,MAYAKONDA,GEN,10,65.97,2.63
Karnataka,1999,10,6,42,7,KENGO HANUMANTHAPPA,M,IND,2674,NA,NA,112275,170182,MAYAKONDA,GEN,10,65.97,2.38
Karnataka,1999,10,6,42,8,HK RAMACHANDRAPPA,M,CPI,1503,NA,NA,112275,170182,MAYAKONDA,GEN,10,65.97,1.34
Karnataka,1999,10,6,42,9,BR NALANDAPPA,M,IND,908,NA,NA,112275,170182,MAYAKONDA,GEN,10,65.97,0.81
Karnataka,1999,10,6,43,1,M CHANDRAPPA,M,JD(U),37194,NA,NA,93314,135181,BHARAMASAGARA,SC,9,69.03,39.86
Karnataka,1999,10,6,43,2,H ANJANEYA,M,INC,28240,NA,NA,93314,135181,BHARAMASAGARA,SC,9,69.03,30.26
Karnataka,1999,10,6,43,3,SHIVAMURTHY K,M,IND,22290,NA,NA,93314,135181,BHARAMASAGARA,SC,9,69.03,23.89
Karnataka,1999,10,6,43,4,JAYANNA,M,IND,1492,NA,NA,93314,135181,BHARAMASAGARA,SC,9,69.03,1.6
Karnataka,1999,10,6,43,5,SN BALAJI,M,JD(S),1434,NA,NA,93314,135181,BHARAMASAGARA,SC,9,69.03,1.54
Karnataka,1999,10,6,43,6,ESHWARANIAKA J,M,IND,1231,NA,NA,93314,135181,BHARAMASAGARA,SC,9,69.03,1.32
Karnataka,1999,10,6,43,7,DR HH NAIK,M,IND,493,NA,NA,93314,135181,BHARAMASAGARA,SC,9,69.03,0.53
Karnataka,1999,10,6,43,8,MAMATHA LOKANATH NAIK,F,IND,481,NA,NA,93314,135181,BHARAMASAGARA,SC,9,69.03,0.52
Karnataka,1999,10,6,43,9,N JAYADEVANAIK,M,IND,459,NA,NA,93314,135181,BHARAMASAGARA,SC,9,69.03,0.49
Karnataka,1999,10,6,44,1,GH THIPPA REDDY,M,IND,51198,NA,NA,104577,160115,CHITRADURGA,GEN,6,65.31,48.96
Karnataka,1999,10,6,44,2,H EKANTHAIAH,M,IND,24782,NA,NA,104577,160115,CHITRADURGA,GEN,6,65.31,23.7
Karnataka,1999,10,6,44,3,MK TAJPEER,M,INC,21161,NA,NA,104577,160115,CHITRADURGA,GEN,6,65.31,20.23
Karnataka,1999,10,6,44,4,R BASAVARAJAPPA,M,BJP,6164,NA,NA,104577,160115,CHITRADURGA,GEN,6,65.31,5.89
Karnataka,1999,10,6,44,5,D YARAIAH,M,JD(S),814,NA,NA,104577,160115,CHITRADURGA,GEN,6,65.31,0.78
Karnataka,1999,10,6,44,6,SRINIVASA,M,IND,458,NA,NA,104577,160115,CHITRADURGA,GEN,6,65.31,0.44
Karnataka,1999,10,6,45,1,GH ASWATH REDDY,M,IND,48865,NA,NA,94956,136592,JAGALUR,GEN,4,69.52,51.46
Karnataka,1999,10,6,45,2,M BASAPPA,M,INC,25097,NA,NA,94956,136592,JAGALUR,GEN,4,69.52,26.43
Karnataka,1999,10,6,45,3,T GURUSIDDANA GOWDA,M,BJP,19367,NA,NA,94956,136592,JAGALUR,GEN,4,69.52,20.4
Karnataka,1999,10,6,45,4,M HANUMANTHAPPA,M,JD(S),1627,NA,NA,94956,136592,JAGALUR,GEN,4,69.52,1.71
Karnataka,1999,10,6,46,1,NY GOPALA KRISHNA,M,INC,44296,NA,NA,99175,141331,MOLAKALMURU,GEN,5,70.17,44.66
Karnataka,1999,10,6,46,2,PATEL GM THIPPESWAMY,M,JD(U),30115,NA,NA,99175,141331,MOLAKALMURU,GEN,5,70.17,30.37
Karnataka,1999,10,6,46,3,PATEL G PAPANAYAKA,M,JD(S),12896,NA,NA,99175,141331,MOLAKALMURU,GEN,5,70.17,13
Karnataka,1999,10,6,46,4,M JAYANNA,M,BSP,10961,NA,NA,99175,141331,MOLAKALMURU,GEN,5,70.17,11.05
Karnataka,1999,10,6,46,5,D GANGANNA,M,IND,907,NA,NA,99175,141331,MOLAKALMURU,GEN,5,70.17,0.91
Karnataka,1999,10,6,47,1,G BASAVARAJ MANDIMUTT,M,BJP,26517,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,25.85
Karnataka,1999,10,6,47,10,L NARAYANA SWAMY,M,BSP,1700,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,1.66
Karnataka,1999,10,6,47,11,T RANGASWAMY,M,KCVP,1517,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,1.48
Karnataka,1999,10,6,47,12,KP BHOOTHAIAH,M,IND,1313,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,1.28
Karnataka,1999,10,6,47,13,CY SHIVARUDRAPPA,M,CPI,1109,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,1.08
Karnataka,1999,10,6,47,14,EN VENKATESH,M,IND,939,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,0.92
Karnataka,1999,10,6,47,2,THIPPESWAMY,M,JD(S),17665,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,17.22
Karnataka,1999,10,6,47,3,N JAYANNA,M,IND,16922,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,16.49
Karnataka,1999,10,6,47,4,T PRABHUDEV,M,INC,13121,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,12.79
Karnataka,1999,10,6,47,5,GOWDA BL,M,IND,8116,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,7.91
Karnataka,1999,10,6,47,6,H. JAGALURAIAH,M,IND,4200,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,4.09
Karnataka,1999,10,6,47,7,HC SHIVASHANKARAPPA,M,JD(U),3848,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,3.75
Karnataka,1999,10,6,47,8,BASAIAH,M,IND,3658,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,3.57
Karnataka,1999,10,6,47,9,M SHIVAMURTHY,M,IND,1969,NA,NA,102594,147647,CHALLAKERE,GEN,14,69.49,1.92
Karnataka,1999,10,6,48,1,KH RANGANATH,M,INC,45415,NA,NA,94648,144522,HIRIYUR,SC,5,65.49,47.98
Karnataka,1999,10,6,48,2,D MANJUNATH,M,JD(S),35755,NA,NA,94648,144522,HIRIYUR,SC,5,65.49,37.78
Karnataka,1999,10,6,48,3,B KASHI VISHWANATHA NAIK,M,BJP,10289,NA,NA,94648,144522,HIRIYUR,SC,5,65.49,10.87
Karnataka,1999,10,6,48,4,YELANADU THIPPESWAMY,M,IND,2109,NA,NA,94648,144522,HIRIYUR,SC,5,65.49,2.23
Karnataka,1999,10,6,48,5,H THIPPESWAMY,M,IND,1080,NA,NA,94648,144522,HIRIYUR,SC,5,65.49,1.14
Karnataka,1999,10,6,49,1,P RAMESH,M,BJP,50121,NA,NA,103477,137777,HOLALKERE,GEN,4,75.1,48.44
Karnataka,1999,10,6,49,2,AV UMAPATHI,M,IND,48666,NA,NA,103477,137777,HOLALKERE,GEN,4,75.1,47.03
Karnataka,1999,10,6,49,3,G RAMAPPA,M,JD(S),3307,NA,NA,103477,137777,HOLALKERE,GEN,4,75.1,3.2
Karnataka,1999,10,6,49,4,BS RUDRAPPA,M,BSP,1383,NA,NA,103477,137777,HOLALKERE,GEN,4,75.1,1.34
Karnataka,1999,10,6,50,1,BG GOVINDAPPA,M,IND,26372,NA,NA,109485,149482,HOSADURGA,GEN,8,73.24,24.09
Karnataka,1999,10,6,50,2,ELKAL VIJAYAKUMAR,M,IND,25145,NA,NA,109485,149482,HOSADURGA,GEN,8,73.24,22.97
Karnataka,1999,10,6,50,3,TH BASAVARAJA,M,JD(U),17517,NA,NA,109485,149482,HOSADURGA,GEN,8,73.24,16
Karnataka,1999,10,6,50,4,MP KAMBESH,M,IND,14367,NA,NA,109485,149482,HOSADURGA,GEN,8,73.24,13.12
Karnataka,1999,10,6,50,5,HC MALLIKARJUNA,M,IND,9136,NA,NA,109485,149482,HOSADURGA,GEN,8,73.24,8.34
Karnataka,1999,10,6,50,6,HD PANDURANGAPPA,M,IND,8956,NA,NA,109485,149482,HOSADURGA,GEN,8,73.24,8.18
Karnataka,1999,10,6,50,7,UMADEVI,F,INC,5721,NA,NA,109485,149482,HOSADURGA,GEN,8,73.24,5.23
Karnataka,1999,10,6,50,8,HP JAGADISH,M,JD(S),2271,NA,NA,109485,149482,HOSADURGA,GEN,8,73.24,2.07
Karnataka,1999,10,6,51,1,VENKATARAMANAPPA,M,INC,65999,NA,NA,123548,166716,PAVAGADA,SC,5,74.11,53.42
Karnataka,1999,10,6,51,2,SOMLANAIKA,M,JD(U),44897,NA,NA,123548,166716,PAVAGADA,SC,5,74.11,36.34
Karnataka,1999,10,6,51,3,UGRANARASHIMAPPA,M,JD(S),11405,NA,NA,123548,166716,PAVAGADA,SC,5,74.11,9.23
Karnataka,1999,10,6,51,4,H SUBBARAYA,M,BSP,1063,NA,NA,123548,166716,PAVAGADA,SC,5,74.11,0.86
Karnataka,1999,10,6,51,5,SIDDAPPA,M,IND,184,NA,NA,123548,166716,PAVAGADA,SC,5,74.11,0.15
Karnataka,1999,10,6,52,1,P.M. RANGANATH,M,INC,42263,NA,NA,96766,140076,SIRA,GEN,7,69.08,43.68
Karnataka,1999,10,6,52,2,B. SATYANARAYANA,M,JD(S),16609,NA,NA,96766,140076,SIRA,GEN,7,69.08,17.16
Karnataka,1999,10,6,52,3,B.K. BADEERANNA,M,IND,15601,NA,NA,96766,140076,SIRA,GEN,7,69.08,16.12
Karnataka,1999,10,6,52,4,S.K. DASAPPA,M,IND,13709,NA,NA,96766,140076,SIRA,GEN,7,69.08,14.17
Karnataka,1999,10,6,52,5,P.B. SATYANARAYANA,M,JD(U),6815,NA,NA,96766,140076,SIRA,GEN,7,69.08,7.04
Karnataka,1999,10,6,52,6,S. VIJAYAKUMAR,M,IND,952,NA,NA,96766,140076,SIRA,GEN,7,69.08,0.98
Karnataka,1999,10,6,52,7,SRINIVASAIAH,M,IND,817,NA,NA,96766,140076,SIRA,GEN,7,69.08,0.84
Karnataka,1999,10,6,53,1,T.B. JAYACHANDRA,M,INC,44480,NA,NA,92748,127349,KALLAMBELLA,GEN,7,72.83,47.96
Karnataka,1999,10,6,53,2,K.S. KIRAN KUMAR,M,BJP,37365,NA,NA,92748,127349,KALLAMBELLA,GEN,7,72.83,40.29
Karnataka,1999,10,6,53,3,K.L. MAHADEVAPPA,M,JD(S),5887,NA,NA,92748,127349,KALLAMBELLA,GEN,7,72.83,6.35
Karnataka,1999,10,6,53,4,B.G. GOPALAKRISHNA,M,JD(U),3538,NA,NA,92748,127349,KALLAMBELLA,GEN,7,72.83,3.81
Karnataka,1999,10,6,53,5,MURALIDHARA,M,IND,915,NA,NA,92748,127349,KALLAMBELLA,GEN,7,72.83,0.99
Karnataka,1999,10,6,53,6,DR. N. MAHALINGAPPA,M,IND,332,NA,NA,92748,127349,KALLAMBELLA,GEN,7,72.83,0.36
Karnataka,1999,10,6,53,7,KRISHNA YADAVA,M,RJD,231,NA,NA,92748,127349,KALLAMBELLA,GEN,7,72.83,0.25
Karnataka,1999,10,6,54,1,R. NARAYANA,M,INC,43803,NA,NA,94004,134641,BELLAVI,GEN,10,69.82,46.6
Karnataka,1999,10,6,54,10,DR. BYAALLIAPPA,M,IND,844,NA,NA,94004,134641,BELLAVI,GEN,10,69.82,0.9
Karnataka,1999,10,6,54,2,V.N. MURTHY,M,BJP,19707,NA,NA,94004,134641,BELLAVI,GEN,10,69.82,20.96
Karnataka,1999,10,6,54,3,LAKSHMINARASIMHAIAH,M,JD(U),14353,NA,NA,94004,134641,BELLAVI,GEN,10,69.82,15.27
Karnataka,1999,10,6,54,4,T.R. NAGARAJA,M,JD(S),7373,NA,NA,94004,134641,BELLAVI,GEN,10,69.82,7.84
Karnataka,1999,10,6,54,5,SAGARANAHALLY REVANNA,M,IND,2319,NA,NA,94004,134641,BELLAVI,GEN,10,69.82,2.47
Karnataka,1999,10,6,54,6,A.M. NAGARAJ,M,IND,1747,NA,NA,94004,134641,BELLAVI,GEN,10,69.82,1.86
Karnataka,1999,10,6,54,7,LAKSHMI DEVI,F,IND,1528,NA,NA,94004,134641,BELLAVI,GEN,10,69.82,1.63
Karnataka,1999,10,6,54,8,SHIVAKUMAR,M,IND,1230,NA,NA,94004,134641,BELLAVI,GEN,10,69.82,1.31
Karnataka,1999,10,6,54,9,MUNIRAJU,M,BSP,1100,NA,NA,94004,134641,BELLAVI,GEN,10,69.82,1.17
Karnataka,1999,10,6,55,1,DR.G. PARAMESWAR,M,INC,71895,NA,NA,105305,151432,MADHUGIRI,SC,6,69.54,68.27
Karnataka,1999,10,6,55,2,GANGAHANUMAIAH,M,JD(S),16093,NA,NA,105305,151432,MADHUGIRI,SC,6,69.54,15.28
Karnataka,1999,10,6,55,3,RAJAVARDHAN,M,JD(U),13664,NA,NA,105305,151432,MADHUGIRI,SC,6,69.54,12.98
Karnataka,1999,10,6,55,4,S.D. KRISHNAPPA,M,IND,2611,NA,NA,105305,151432,MADHUGIRI,SC,6,69.54,2.48
Karnataka,1999,10,6,55,5,S.H. ANJINAPPA,M,BSP,695,NA,NA,105305,151432,MADHUGIRI,SC,6,69.54,0.66
Karnataka,1999,10,6,55,6,B.P. THIPPAIAH,M,IND,347,NA,NA,105305,151432,MADHUGIRI,SC,6,69.54,0.33
Karnataka,1999,10,6,56,1,C. CHANNIGAPPA,M,JD(S),33558,NA,NA,105832,150645,KORATAGERE,GEN,7,70.25,31.71
Karnataka,1999,10,6,56,2,C. VEERABHADRAIAH,M,INC,32852,NA,NA,105832,150645,KORATAGERE,GEN,7,70.25,31.04
Karnataka,1999,10,6,56,3,ANDANAPPA,M,BJP,17075,NA,NA,105832,150645,KORATAGERE,GEN,7,70.25,16.13
Karnataka,1999,10,6,56,4,VEERANNA,M,IND,14230,NA,NA,105832,150645,KORATAGERE,GEN,7,70.25,13.45
Karnataka,1999,10,6,56,5,JAYANTHI,F,JD(U),4590,NA,NA,105832,150645,KORATAGERE,GEN,7,70.25,4.34
Karnataka,1999,10,6,56,6,R. PRAKASH,M,IND,3282,NA,NA,105832,150645,KORATAGERE,GEN,7,70.25,3.1
Karnataka,1999,10,6,56,7,ARADHYA,M,IND,245,NA,NA,105832,150645,KORATAGERE,GEN,7,70.25,0.23
Karnataka,1999,10,6,57,1,S. SHIVANNA,M,BJP,60699,NA,NA,129275,203327,TUMKUR,GEN,6,63.58,46.95
Karnataka,1999,10,6,57,2,S. SHAFI AHMED,M,INC,52111,NA,NA,129275,203327,TUMKUR,GEN,6,63.58,40.31
Karnataka,1999,10,6,57,3,T.N. KRISNNAPPA,M,JD(S),14686,NA,NA,129275,203327,TUMKUR,GEN,6,63.58,11.36
Karnataka,1999,10,6,57,4,C.H. MARIDEVARU,M,IND,1065,NA,NA,129275,203327,TUMKUR,GEN,6,63.58,0.82
Karnataka,1999,10,6,57,5,T.N. NAVEEN KUMAR (SETTY),M,KCVP,466,NA,NA,129275,203327,TUMKUR,GEN,6,63.58,0.36
Karnataka,1999,10,6,57,6,ABDUL HAFIZ (SALLEM),M,IND,248,NA,NA,129275,203327,TUMKUR,GEN,6,63.58,0.19
